p,seed,N,number_of_shortcuts,status,total_spikes,last_spike_time,persistence_duration,spikes_in_final_window
0.18,44,100,18,FAILURE,100,26.0,16.0,0
0.18,45,100,18,FAILURE,100,40.0,30.0,0
0.18,46,100,18,FAILURE,100,24.0,14.0,0
0.18,47,100,18,FAILURE,100,30.0,20.0,0
0.18,48,100,18,FAILURE,100,41.0,31.0,0
0.18,49,100,18,FAILURE,100,33.0,23.0,0
0.2,0,100,20,FAILURE,100,24.0,14.0,0
0.2,1,100,20,FAILURE,100,26.0,16.0,0
0.2,2,100,20,FAILURE,100,30.0,20.0,0
0.2,3,100,20,SUCCESS,627,200.0,190.0,73
0.2,4,100,20,FAILURE,100,28.0,18.0,0
0.2,5,100,20,FAILURE,100,36.0,26.0,0
0.2,6,100,20,FAILURE,100,25.0,15.0,0
0.2,7,100,20,FAILURE,100,24.0,14.0,0
0.2,8,100,20,FAILURE,100,35.0,25.0,0
0.2,9,100,20,FAILURE,100,29.0,19.0,0
0.2,10,100,20,FAILURE,100,25.0,15.0,0
0.2,11,100,20,FAILURE,100,28.0,18.0,0
0.2,12,100,20,FAILURE,101,33.0,23.0,0
0.2,13,100,20,FAILURE,101,27.0,17.0,0
0.2,14,100,20,SUCCESS,607,200.0,190.0,75
0.2,15,100,20,FAILURE,100,22.0,12.0,0
0.2,16,100,20,FAILURE,100,24.0,14.0,0
0.2,17,100,20,FAILURE,100,29.0,19.0,0
0.2,18,100,20,FAILURE,100,29.0,19.0,0
0.2,19,100,20,FAILURE,100,33.0,23.0,0
0.2,20,100,20,FAILURE,100,28.0,18.0,0
0.2,21,100,20,FAILURE,100,25.0,15.0,0
0.2,22,100,20,FAILURE,100,27.0,17.0,0
0.2,23,100,20,FAILURE,100,27.0,17.0,0
0.2,24,100,20,FAILURE,100,29.0,19.0,0
0.2,25,100,20,FAILURE,100,24.0,14.0,0
0.2,26,100,20,FAILURE,100,27.0,17.0,0
0.2,27,100,20,FAILURE,100,26.0,16.0,0
0.2,28,100,20,FAILURE,100,30.0,20.0,0
0.2,29,100,20,FAILURE,101,26.0,16.0,0
0.2,30,100,20,FAILURE,100,32.0,22.0,0
0.2,31,100,20,FAILURE,100,23.0,13.0,0
0.2,32,100,20,FAILURE,100,26.0,16.0,0
0.2,33,100,20,FAILURE,100,27.0,17.0,0
0.2,34,100,20,FAILURE,100,30.0,20.0,0
0.2,35,100,20,FAILURE,100,24.0,14.0,0
0.2,36,100,20,FAILURE,100,28.0,18.0,0
0.2,37,100,20,FAILURE,102,35.0,25.0,0
0.2,38,100,20,FAILURE,103,31.0,21.0,0
0.2,39,100,20,FAILURE,100,27.0,17.0,0
0.2,40,100,20,FAILURE,100,27.0,17.0,0
0.2,41,100,20,FAILURE,100,26.0,16.0,0
0.2,42,100,20,FAILURE,100,21.0,11.0,0
0.2,43,100,20,FAILURE,100,27.0,17.0,0
0.2,44,100,20,FAILURE,100,26.0,16.0,0
0.2,45,100,20,FAILURE,100,36.0,26.0,0
0.2,46,100,20,FAILURE,100,23.0,13.0,0
0.2,47,100,20,FAILURE,100,30.0,20.0,0
0.2,48,100,20,FAILURE,100,28.0,18.0,0
0.2,49,100,20,FAILURE,100,33.0,23.0,0
0.22,0,100,22,FAILURE,100,22.0,12.0,0
0.22,1,100,22,FAILURE,100,26.0,16.0,0
0.22,2,100,22,FAILURE,100,30.0,20.0,0
0.22,3,100,22,SUCCESS,631,200.0,190.0,79
0.22,4,100,22,FAILURE,100,28.0,18.0,0
0.22,5,100,22,FAILURE,100,36.0,26.0,0
0.22,6,100,22,FAILURE,100,25.0,15.0,0
0.22,7,100,22,FAILURE,100,24.0,14.0,0
0.22,8,100,22,FAILURE,100,28.0,18.0,0
0.22,9,100,22,FAILURE,101,29.0,19.0,0
0.22,10,100,22,FAILURE,101,25.0,15.0,0
0.22,11,100,22,FAILURE,100,28.0,18.0,0
0.22,12,100,22,FAILURE,101,31.0,21.0,0
0.22,13,100,22,FAILURE,101,27.0,17.0,0
0.22,14,100,22,SUCCESS,607,200.0,190.0,75
0.22,15,100,22,FAILURE,100,22.0,12.0,0
0.22,16,100,22,FAILURE,100,22.0,12.0,0
0.22,17,100,22,FAILURE,100,25.0,15.0,0
0.22,18,100,22,FAILURE,100,29.0,19.0,0
0.22,19,100,22,FAILURE,100,32.0,22.0,0
0.22,20,100,22,FAILURE,101,28.0,18.0,0
0.22,21,100,22,FAILURE,100,25.0,15.0,0
0.22,22,100,22,FAILURE,100,27.0,17.0,0
0.22,23,100,22,FAILURE,100,27.0,17.0,0
0.22,24,100,22,FAILURE,100,27.0,17.0,0
0.22,25,100,22,FAILURE,100,24.0,14.0,0
0.22,26,100,22,FAILURE,100,27.0,17.0,0
0.22,27,100,22,FAILURE,100,25.0,15.0,0
0.22,28,100,22,FAILURE,101,30.0,20.0,0
0.22,29,100,22,FAILURE,101,26.0,16.0,0
0.22,30,100,22,FAILURE,101,31.0,21.0,0
0.22,31,100,22,FAILURE,100,23.0,13.0,0
0.22,32,100,22,FAILURE,100,26.0,16.0,0
0.22,33,100,22,FAILURE,100,27.0,17.0,0
0.22,34,100,22,FAILURE,100,30.0,20.0,0
0.22,35,100,22,FAILURE,100,24.0,14.0,0
0.22,36,100,22,FAILURE,100,28.0,18.0,0
0.22,37,100,22,FAILURE,102,32.0,22.0,0
0.22,38,100,22,FAILURE,105,31.0,21.0,0
0.22,39,100,22,FAILURE,100,27.0,17.0,0
0.22,40,100,22,FAILURE,100,26.0,16.0,0
0.22,41,100,22,FAILURE,100,26.0,16.0,0
0.22,42,100,22,FAILURE,100,21.0,11.0,0
0.22,43,100,22,FAILURE,100,27.0,17.0,0
0.22,44,100,22,FAILURE,100,26.0,16.0,0
0.22,45,100,22,FAILURE,100,36.0,26.0,0
0.22,46,100,22,FAILURE,100,22.0,12.0,0
0.22,47,100,22,FAILURE,100,30.0,20.0,0
0.22,48,100,22,FAILURE,100,28.0,18.0,0
0.22,49,100,22,FAILURE,100,33.0,23.0,0
0.24,0,100,24,FAILURE,100,21.0,11.0,0
0.24,1,100,24,FAILURE,100,26.0,16.0,0
0.24,2,100,24,FAILURE,100,30.0,20.0,0
0.24,3,100,24,SUCCESS,631,200.0,190.0,79
0.24,4,100,24,FAILURE,100,28.0,18.0,0
0.24,5,100,24,FAILURE,100,35.0,25.0,0
0.24,6,100,24,FAILURE,100,23.0,13.0,0
0.24,7,100,24,FAILURE,100,24.0,14.0,0
0.24,8,100,24,FAILURE,100,28.0,18.0,0
0.24,9,100,24,FAILURE,101,29.0,19.0,0
0.24,10,100,24,FAILURE,101,25.0,15.0,0
0.24,11,100,24,FAILURE,100,28.0,18.0,0
0.24,12,100,24,FAILURE,101,31.0,21.0,0
0.24,13,100,24,FAILURE,101,27.0,17.0,0
0.24,14,100,24,SUCCESS,699,200.0,190.0,82
0.24,15,100,24,FAILURE,100,22.0,12.0,0
0.24,16,100,24,FAILURE,100,22.0,12.0,0
0.24,17,100,24,FAILURE,100,25.0,15.0,0
0.24,18,100,24,FAILURE,100,29.0,19.0,0
0.24,19,100,24,FAILURE,100,29.0,19.0,0
0.24,20,100,24,FAILURE,101,28.0,18.0,0
0.24,21,100,24,FAILURE,100,25.0,15.0,0
0.24,22,100,24,FAILURE,100,27.0,17.0,0
0.24,23,100,24,FAILURE,100,25.0,15.0,0
0.24,24,100,24,FAILURE,100,27.0,17.0,0
0.24,25,100,24,FAILURE,100,22.0,12.0,0
0.24,26,100,24,FAILURE,100,27.0,17.0,0
0.24,27,100,24,FAILURE,100,25.0,15.0,0
0.24,28,100,24,FAILURE,100,24.0,14.0,0
0.24,29,100,24,FAILURE,101,26.0,16.0,0
0.24,30,100,24,FAILURE,101,25.0,15.0,0
0.24,31,100,24,FAILURE,100,23.0,13.0,0
0.24,32,100,24,FAILURE,100,26.0,16.0,0
0.24,33,100,24,FAILURE,100,27.0,17.0,0
0.24,34,100,24,FAILURE,100,30.0,20.0,0
0.24,35,100,24,FAILURE,100,24.0,14.0,0
0.24,36,100,24,FAILURE,100,24.0,14.0,0
0.24,37,100,24,FAILURE,102,32.0,22.0,0
0.24,38,100,24,FAILURE,105,31.0,21.0,0
0.24,39,100,24,FAILURE,100,25.0,15.0,0
0.24,40,100,24,FAILURE,100,26.0,16.0,0
0.24,41,100,24,FAILURE,100,23.0,13.0,0
0.24,42,100,24,FAILURE,100,21.0,11.0,0
0.24,43,100,24,FAILURE,100,27.0,17.0,0
0.24,44,100,24,FAILURE,100,26.0,16.0,0
0.24,45,100,24,FAILURE,100,36.0,26.0,0
0.24,46,100,24,FAILURE,100,22.0,12.0,0
0.24,47,100,24,FAILURE,102,29.0,19.0,0
0.24,48,100,24,FAILURE,100,28.0,18.0,0
0.24,49,100,24,FAILURE,100,33.0,23.0,0
0.26,0,100,26,FAILURE,100,21.0,11.0,0
0.26,1,100,26,FAILURE,100,26.0,16.0,0
0.26,2,100,26,FAILURE,100,25.0,15.0,0
0.26,3,100,26,FAILURE,112,44.0,34.0,0
0.26,4,100,26,FAILURE,100,28.0,18.0,0
0.26,5,100,26,FAILURE,100,32.0,22.0,0
0.26,6,100,26,FAILURE,100,23.0,13.0,0
0.26,7,100,26,FAILURE,100,24.0,14.0,0
0.26,8,100,26,FAILURE,100,28.0,18.0,0
0.26,9,100,26,FAILURE,101,29.0,19.0,0
0.26,10,100,26,FAILURE,101,25.0,15.0,0
0.26,11,100,26,FAILURE,100,27.0,17.0,0
0.26,12,100,26,FAILURE,101,31.0,21.0,0
0.26,13,100,26,FAILURE,101,27.0,17.0,0
0.26,14,100,26,FAILURE,100,33.0,23.0,0
0.26,15,100,26,FAILURE,100,22.0,12.0,0
0.26,16,100,26,FAILURE,100,22.0,12.0,0
0.26,17,100,26,FAILURE,100,25.0,15.0,0
0.26,18,100,26,FAILURE,100,29.0,19.0,0
0.26,19,100,26,FAILURE,100,27.0,17.0,0
0.26,20,100,26,FAILURE,101,28.0,18.0,0
0.26,21,100,26,FAILURE,100,24.0,14.0,0
0.26,22,100,26,FAILURE,100,27.0,17.0,0
0.26,23,100,26,FAILURE,100,25.0,15.0,0
0.26,24,100,26,FAILURE,100,27.0,17.0,0
0.26,25,100,26,FAILURE,100,22.0,12.0,0
0.26,26,100,26,FAILURE,100,26.0,16.0,0
0.26,27,100,26,FAILURE,100,25.0,15.0,0
0.26,28,100,26,FAILURE,100,22.0,12.0,0
0.26,29,100,26,FAILURE,101,24.0,14.0,0
0.26,30,100,26,FAILURE,101,25.0,15.0,0
0.26,31,100,26,FAILURE,100,23.0,13.0,0
0.26,32,100,26,FAILURE,100,26.0,16.0,0
0.26,33,100,26,FAILURE,100,27.0,17.0,0
0.26,34,100,26,FAILURE,100,30.0,20.0,0
0.26,35,100,26,FAILURE,100,24.0,14.0,0
0.26,36,100,26,FAILURE,100,24.0,14.0,0
0.26,37,100,26,FAILURE,102,29.0,19.0,0
0.26,38,100,26,FAILURE,105,31.0,21.0,0
0.26,39,100,26,FAILURE,100,25.0,15.0,0
0.26,40,100,26,FAILURE,100,26.0,16.0,0
0.26,41,100,26,FAILURE,100,23.0,13.0,0
0.26,42,100,26,FAILURE,100,21.0,11.0,0
0.26,43,100,26,FAILURE,100,23.0,13.0,0
0.26,44,100,26,FAILURE,100,24.0,14.0,0
0.26,45,100,26,FAILURE,100,36.0,26.0,0
0.26,46,100,26,FAILURE,100,22.0,12.0,0
0.26,47,100,26,FAILURE,102,29.0,19.0,0
0.26,48,100,26,FAILURE,100,23.0,13.0,0
0.26,49,100,26,FAILURE,100,33.0,23.0,0
0.28,0,100,28,FAILURE,100,21.0,11.0,0
0.28,1,100,28,FAILURE,100,26.0,16.0,0
0.28,2,100,28,FAILURE,100,25.0,15.0,0
0.28,3,100,28,FAILURE,101,25.0,15.0,0
0.28,4,100,28,FAILURE,100,27.0,17.0,0
0.28,5,100,28,FAILURE,100,29.0,19.0,0
0.28,6,100,28,FAILURE,100,23.0,13.0,0
0.28,7,100,28,FAILURE,101,22.0,12.0,0
0.28,8,100,28,FAILURE,101,28.0,18.0,0
0.28,9,100,28,FAILURE,101,28.0,18.0,0
0.28,10,100,28,FAILURE,100,22.0,12.0,0
0.28,11,100,28,FAILURE,100,27.0,17.0,0
0.28,12,100,28,FAILURE,101,31.0,21.0,0
0.28,13,100,28,FAILURE,101,27.0,17.0,0
0.28,14,100,28,FAILURE,100,31.0,21.0,0
0.28,15,100,28,FAILURE,100,22.0,12.0,0
0.28,16,100,28,FAILURE,100,22.0,12.0,0
0.28,17,100,28,FAILURE,100,25.0,15.0,0
0.28,18,100,28,FAILURE,100,29.0,19.0,0
0.28,19,100,28,FAILURE,100,27.0,17.0,0
0.28,20,100,28,FAILURE,101,28.0,18.0,0
0.28,21,100,28,FAILURE,100,24.0,14.0,0
0.28,22,100,28,FAILURE,100,27.0,17.0,0
0.28,23,100,28,FAILURE,100,24.0,14.0,0
0.28,24,100,28,FAILURE,100,27.0,17.0,0
0.28,25,100,28,FAILURE,100,22.0,12.0,0
0.28,26,100,28,FAILURE,100,26.0,16.0,0
0.28,27,100,28,FAILURE,100,25.0,15.0,0
0.28,28,100,28,FAILURE,100,21.0,11.0,0
0.28,29,100,28,FAILURE,101,24.0,14.0,0
0.28,30,100,28,FAILURE,101,25.0,15.0,0
0.28,31,100,28,FAILURE,100,23.0,13.0,0
0.28,32,100,28,FAILURE,100,25.0,15.0,0
0.28,33,100,28,FAILURE,100,26.0,16.0,0
0.28,34,100,28,FAILURE,100,30.0,20.0,0
0.28,35,100,28,FAILURE,100,24.0,14.0,0
0.28,36,100,28,FAILURE,100,22.0,12.0,0
0.28,37,100,28,FAILURE,102,29.0,19.0,0
0.28,38,100,28,FAILURE,105,31.0,21.0,0
0.28,39,100,28,FAILURE,100,25.0,15.0,0
0.28,40,100,28,FAILURE,100,26.0,16.0,0
0.28,41,100,28,FAILURE,100,21.0,11.0,0
0.28,42,100,28,FAILURE,100,21.0,11.0,0
0.28,43,100,28,FAILURE,100,22.0,12.0,0
0.28,44,100,28,FAILURE,100,24.0,14.0,0
0.28,45,100,28,FAILURE,100,31.0,21.0,0
0.28,46,100,28,FAILURE,100,20.0,10.0,0
0.28,47,100,28,FAILURE,102,29.0,19.0,0
0.28,48,100,28,FAILURE,100,22.0,12.0,0
0.28,49,100,28,FAILURE,100,33.0,23.0,0
0.3,0,100,30,FAILURE,100,21.0,11.0,0
0.3,1,100,30,FAILURE,100,26.0,16.0,0
0.3,2,100,30,FAILURE,100,23.0,13.0,0
0.3,3,100,30,FAILURE,101,25.0,15.0,0
0.3,4,100,30,FAILURE,100,27.0,17.0,0
0.3,5,100,30,FAILURE,100,29.0,19.0,0
0.3,6,100,30,FAILURE,100,23.0,13.0,0
0.3,7,100,30,FAILURE,101,22.0,12.0,0
0.3,8,100,30,FAILURE,101,28.0,18.0,0
0.3,9,100,30,FAILURE,101,28.0,18.0,0
0.3,10,100,30,FAILURE,100,22.0,12.0,0
0.3,11,100,30,FAILURE,100,26.0,16.0,0
0.3,12,100,30,FAILURE,101,29.0,19.0,0
0.3,13,100,30,FAILURE,101,27.0,17.0,0
0.3,14,100,30,FAILURE,100,31.0,21.0,0
0.3,15,100,30,FAILURE,100,22.0,12.0,0
0.3,16,100,30,FAILURE,100,22.0,12.0,0
0.3,17,100,30,FAILURE,100,25.0,15.0,0
0.3,18,100,30,FAILURE,100,29.0,19.0,0
0.3,19,100,30,FAILURE,100,27.0,17.0,0
0.3,20,100,30,FAILURE,101,25.0,15.0,0
0.3,21,100,30,FAILURE,100,24.0,14.0,0
0.3,22,100,30,FAILURE,100,27.0,17.0,0
0.3,23,100,30,FAILURE,100,23.0,13.0,0
0.3,24,100,30,FAILURE,100,27.0,17.0,0
0.3,25,100,30,FAILURE,100,21.0,11.0,0
0.3,26,100,30,FAILURE,100,26.0,16.0,0
0.3,27,100,30,FAILURE,100,25.0,15.0,0
0.3,28,100,30,FAILURE,100,21.0,11.0,0
0.3,29,100,30,FAILURE,101,24.0,14.0,0
0.3,30,100,30,FAILURE,101,24.0,14.0,0
0.3,31,100,30,FAILURE,100,23.0,13.0,0
0.3,32,100,30,FAILURE,100,25.0,15.0,0
0.3,33,100,30,FAILURE,100,24.0,14.0,0
0.3,34,100,30,FAILURE,100,27.0,17.0,0
0.3,35,100,30,FAILURE,100,24.0,14.0,0
0.3,36,100,30,FAILURE,100,22.0,12.0,0
0.3,37,100,30,FAILURE,102,29.0,19.0,0
0.3,38,100,30,FAILURE,105,31.0,21.0,0
0.3,39,100,30,FAILURE,100,24.0,14.0,0
0.3,40,100,30,FAILURE,100,26.0,16.0,0
0.3,41,100,30,FAILURE,100,21.0,11.0,0
0.3,42,100,30,FAILURE,100,21.0,11.0,0
0.3,43,100,30,FAILURE,100,22.0,12.0,0
0.3,44,100,30,FAILURE,100,24.0,14.0,0
0.3,45,100,30,FAILURE,100,31.0,21.0,0
0.3,46,100,30,FAILURE,100,20.0,10.0,0
0.3,47,100,30,FAILURE,100,29.0,19.0,0
0.3,48,100,30,FAILURE,100,21.0,11.0,0
0.3,49,100,30,FAILURE,100,28.0,18.0,0
